,Date,tweet,polarity,sentiment
623,2019-05-25,"Another activist Obama appointed judge has just ruled against us on a section of the Southern Wall that is already under construction. This is a ruling against Border Security and in favor of crime, drugs and human trafficking. We are asking for an expedited appeal!",neutral,0
624,2019-05-25,Getting ready to land in Japan with First Lady Melania. We look forward to seeing everyone soon!,positive,1
625,2019-05-25,"Can’t believe that Rolling Thunder would be given a hard time with permits in Washington, D.C. They are great Patriots who I have gotten to know and see in action. They love our Country and love our Flag. If I can help, I will!",positive,1
626,2019-05-25,Democrat Senator Mark Warner is acting and talking like he is in total control of the Senate Intelligence Committee. Their is nothing bipartisan about him. He should not be allowed to take “command” of that Committee. Too important! Remember when he spoke to the Russian jokester?,negative,-1
627,2019-05-25,"The real trade war began 30 years ago, and we lost. This is a bright new Age, the Age of Enlightenment. We don’t lose anymore!https://twitter.com/mariabartiromo/status/1131533400798576642 …",negative,-1
628,2019-05-25,"In Alaska with our GREAT TROOPS, departing shortly for Japan!pic.twitter.com/9a72TMftpN",positive,1
629,2019-05-26,"Congratulations to the Great (and my friend) Roger Penske on winning his 18th (UNBELIEVABLE!) Indianapolis 500. I am in Japan, very early in the morning, but I got to watch Simon drive one of the greatest races in the history of the sport. I will see them both, & TEAM, at the WH!",positive,1
630,2019-05-26,"The Great Patriots of Rolling Thunder WILL be coming back to Washington, D.C. next year, & hopefully for many years to come. It is where they want to be, & where they should be. Have a wonderful time today. Thank you to our great men & women of the Pentagon for working it out!",positive,1
631,2019-05-26,“Why doesn’t the press apologize to President Trump for the Russian Collusion Delusion?” @marklevinshow @JudgeJeanine How about the Dems also?,neutral,0
632,2019-05-26,Thank you @JPN_PMO @AbeShinzo! #POTUSinJapanpic.twitter.com/fWToB1XotG,positive,1
633,2019-05-26,"Tonight in Tokyo, Japan at the Ryōgoku Kokugikan Stadium, it was my great honor to present the first-ever U.S. President’s Cup to Sumo Grand Champion Asanoyama. Congratulations! A great time had by all, thank you @AbeShinzo!!pic.twitter.com/nwwxJl6KXH",positive,1
634,2019-05-26,Great progress being made in our Trade Negotiations with Japan. Agriculture and beef heavily in play. Much will wait until after their July elections where I anticipate big numbers!,positive,1
635,2019-05-26,Great fun and meeting with Prime Minister @AbeShinzo. Numerous Japanese officials told me that the Democrats would rather see the United States fail than see me or the Republican Party succeed - Death Wish!,positive,1
636,2019-05-26,"Great morning of golf with Prime Minister @AbeShinzo at Mobara Country Club in Chiba, Japan!pic.twitter.com/EZeJ8znS51",positive,1
637,2019-05-26,"North Korea fired off some small weapons, which disturbed some of my people, and others, but not me. I have confidence that Chairman Kim will keep his promise to me, & also smiled when he called Swampman Joe Biden a low IQ individual, & worse. Perhaps that’s sending me a signal?",negative,-1
638,2019-05-26,"Going to play golf right now with @AbeShinzo. Japan loves the game. Tremendous fans of @JackNicklaus, @TigerWoods, and @PhilMickelson — I said what about @GaryPlayer, they said we love Gary too!",positive,1
639,2019-05-27,"I will be making two stops this morning in Japan to visit with our Great Military, then a quick stop in Alaska and back to D.C. Meetings with Prime Minister Abe went very well, and getting to spend time with the new Emperor and Empress of Japan was a great honor!",positive,1
640,2019-05-27,"Anyone associated with the 1994 Crime Bill will not have a chance of being elected. In particular, African Americans will not be able to vote for you. I, on the other hand, was responsible for Criminal Justice Reform, which had tremendous support, & helped fix the bad 1994 Bill!",neutral,0
641,2019-05-27,"....Super Predator was the term associated with the 1994 Crime Bill that Sleepy Joe Biden was so heavily involved in passing. That was a dark period in American History, but has Sleepy Joe apologized? No!",neutral,0
642,2019-05-27,Hoping things will work out with Israel's coalition formation and Bibi and I can continue to make the alliance between America and Israel stronger than ever. A lot more to do!,positive,1
643,2019-05-27,pic.twitter.com/BmmWXDFMQP,neutral,0
644,2019-05-27,Liz Cheney: Statements by agents investigating Trump 'could well be treason'https://thehill.com/homenews/administration/445588-liz-cheney-statements-by-agents-investigating-trump-could-well-be?utm_source=dlvr.it&utm_medium=twitter …,neutral,0
645,2019-05-27,#MemorialDaypic.twitter.com/FmwhvPvvQU,neutral,0
646,2019-05-27,pic.twitter.com/lZRn4j8SpD,neutral,0
647,2019-05-27,The Dems are getting NOTHING done in Congress! They only want a Do-Over on Mueller!,negative,-1
648,2019-05-27,"Impeach for what, having created perhaps the greatest Economy in our Country’s history, rebuilding our Military, taking care of our Vets (Choice), Judges, Best Jobs Numbers Ever, and much more? Dems are Obstructionists!https://twitter.com/GOPChairwoman/status/1132727099930927106 …",positive,1
649,2019-05-27,". @ianbremmer now admits that he MADE UP “a completely ludicrous quote,” attributing it to me. This is what’s going on in the age of Fake News. People think they can say anything and get away with it. Really, the libel laws should be changed to hold Fake News Media accountable!",negative,-1
650,2019-05-27,"Great evening last night, thank you!https://twitter.com/kantei/status/1132829029197680640 …",positive,1
651,2019-05-28,"I was actually sticking up for Sleepy Joe Biden while on foreign soil. Kim Jong Un called him a “low IQ idiot,” and many other things, whereas I related the quote of Chairman Kim as a much softer “low IQ individual.” Who could possibly be upset with that?",neutral,0
652,2019-05-28,Just spoke to Governor @AsaHutchinson of the Great State of Arkansas to inform him that FEMA and the Federal Government will do whatever is necessary to help out with what has turned out to be Record Flooding. Asa and local officials are doing a great job!,positive,1
653,2019-05-28,. @GovMikeDeWine just updated me on the devastation from the many tornadoes that struck Ohio early this morning. My Administration fully supports the people of the great State of Ohio as they begin the cleanup and recovery.,negative,-1
654,2019-05-28,Storms overnight across Ohio and many other States were very dangerous and damaging. My team continues to update me with reports from emergency managers in the States affected. Listen to your local officials and be resilient. We are with you!,negative,-1
655,2019-05-28,GOD BLESS THE USApic.twitter.com/Y8HRT6wnWZ,positive,1
656,2019-05-28,Spoke with @GovStitt of Oklahoma last night from Japan because of the devastating tornadoes. Told him that @FEMA and the federal government are fully behind him and the great people of Oklahoma.,neutral,0
657,2019-05-28,Can’t wait to see you all soon!https://twitter.com/usforcesjapan/status/1133166058515324928 …,positive,1
